SOURCE: 0-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
As  K  6.345647e+02  1.58e+02  6.018e-05  
Rb  K  3.630507e+01  7.28e+01  7.685e-06  
Sr  K  6.156319e+01  5.23e+01  1.837e-05  
Y  K  2.737113e-01  1.77e+01  1.435e-07  
Zr  K  1.008202e+05  2.07e+05  0.09845  
Rh  L  5.909692e+04  4.56e+02  0.1911  
Pd  L  1.759275e+01  3.90e+02  4.048e-05  
Hg  L  9.979098e+02  1.53e+02  0.0001819  
Pb  L  5.799878e+01  1.88e+02  1.247e-05  

SOURCE: 10-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.981142e+03  6.49e+01  0.1122  
P  K  3.610974e+01  5.05e+01  0.0005502  
S  K  3.286337e+03  8.82e+01  0.01522  
Cl  K  3.123876e+03  2.03e+02  0.007221  
Ar  K  3.617607e+02  1.98e+02  0.0004807  
K  K  5.506512e+04  2.69e+02  0.03694  
Ca  K  1.411975e+05  4.09e+02  0.0712  
Sc  K  1.120382e+01  1.36e+02  5.257e-06  
Ti  K  3.052691e+03  1.07e+02  0.0009933  
V  K  1.413124e+01  9.57e+01  3.608e-06  
Cr  K  7.574552e+03  1.40e+02  0.00143  
Mn  K  1.782138e+03  1.23e+02  0.0002921  
Fe  K  1.693611e+05  4.46e+02  0.02355  
Co  K  1.091137e+03  1.48e+02  0.0001366  
Ni  K  1.228505e+03  1.18e+02  0.0001472  
Cu  K  4.750693e+02  1.09e+02  5.431e-05  
Zn  K  8.778621e+02  1.13e+02  9.877e-05  
As  K  3.579083e+02  1.53e+02  4.412e-05  
Rb  K  4.752229e+01  6.84e+01  1.312e-05  
Sr  K  3.092244e+01  4.98e+01  1.204e-05  
Y  K  8.298879e-01  1.72e+01  5.679e-07  
Zr  K  5.352576e+04  1.98e+05  0.06824  
Rh  L  6.032733e+04  4.58e+02  0.1779  
Pd  L  3.037606e+02  4.11e+02  0.0006403  
Hg  L  7.630293e+02  1.63e+02  0.0001808  
Pb  L  4.947247e+02  1.84e+02  0.0001385  

SOURCE: 10-2.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  2.083449e+03  6.65e+01  0.1178  
P  K  2.619442e+01  5.16e+01  0.0004028  
S  K  3.150797e+03  8.72e+01  0.0147  
Cl  K  3.440264e+03  2.06e+02  0.008008  
Ar  K  4.753979e+01  2.01e+02  6.354e-05  
K  K  5.572347e+04  2.70e+02  0.03754  
Ca  K  1.402779e+05  4.07e+02  0.07065  
Sc  K  6.070589e+00  1.36e+02  2.82e-06  
Ti  K  3.423560e+03  1.08e+02  0.001103  
V  K  2.822245e+01  9.68e+01  7.131e-06  
Cr  K  7.810658e+03  1.40e+02  0.00146  
Mn  K  1.714174e+03  1.22e+02  0.0002777  
Fe  K  1.679795e+05  4.44e+02  0.02306  
Co  K  9.167215e+02  1.45e+02  0.0001132  
Ni  K  1.174339e+03  1.17e+02  0.0001383  
Cu  K  6.507768e+02  1.08e+02  7.311e-05  
Zn  K  1.063127e+03  1.12e+02  0.0001175  
As  K  2.838366e+02  1.49e+02  3.436e-05  
Rb  K  2.509876e+01  6.67e+01  6.802e-06  
Sr  K  2.702946e+01  4.86e+01  1.033e-05  
Y  K  1.385996e-01  1.60e+01  9.31e-08  
Zr  K  8.662212e+04  1.90e+05  0.1084  
Rh  L  5.968134e+04  4.60e+02  0.1771  
Pd  L  1.312086e+02  4.14e+02  0.0002782  
Hg  L  6.037084e+02  1.59e+02  0.0001405  
Pb  L  4.340922e+02  1.76e+02  0.0001193  

SOURCE: 10-3.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  2.089815e+03  6.60e+01  0.1181  
P  K  5.043479e+00  5.09e+01  7.754e-05  
S  K  3.112714e+03  8.76e+01  0.01451  
Cl  K  2.840116e+03  2.03e+02  0.006606  
Ar  K  3.107019e+02  2.00e+02  0.0004149  
K  K  5.494661e+04  2.69e+02  0.03697  
Ca  K  1.409940e+05  4.08e+02  0.07079  
Sc  K  9.933751e+01  1.37e+02  4.608e-05  
Ti  K  3.126640e+03  1.08e+02  0.001005  
V  K  1.449660e-01  9.69e+01  3.657e-08  
Cr  K  7.319298e+03  1.39e+02  0.001365  
Mn  K  1.513196e+03  1.22e+02  0.0002447  
Fe  K  1.696337e+05  4.46e+02  0.02325  
Co  K  8.996898e+02  1.47e+02  0.0001109  
Ni  K  1.310690e+03  1.19e+02  0.0001543  
Cu  K  2.727138e+02  1.07e+02  3.062e-05  
Zn  K  1.067576e+03  1.13e+02  0.000118  
As  K  2.059805e+02  1.49e+02  2.493e-05  
Rb  K  1.866488e+01  6.61e+01  5.057e-06  
Sr  K  7.890755e+00  4.89e+01  3.015e-06  
Y  K  2.688779e-01  1.57e+01  1.806e-07  
Zr  K  3.755460e+05  2.06e+05  0.4698  
Rh  L  5.991726e+04  4.57e+02  0.1776  
Pd  L  8.183914e+00  4.11e+02  1.733e-05  
Hg  L  5.865121e+02  1.61e+02  0.0001365  
Pb  L  3.537700e+02  1.77e+02  9.719e-05  

SOURCE: 20-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.796356e+03  6.59e+01  0.1014  
P  K  1.225305e+01  5.80e+01  0.0001734  
S  K  3.419824e+03  9.23e+01  0.01471  
Cl  K  2.654084e+03  2.04e+02  0.005731  
Ar  K  5.695831e+01  2.07e+02  7.146e-05  
K  K  5.156233e+04  2.64e+02  0.03285  
Ca  K  2.509842e+05  5.30e+02  0.124  
Sc  K  1.180888e+00  1.62e+02  6.37e-07  
Ti  K  2.775093e+03  1.06e+02  0.001041  
V  K  1.279605e+01  9.58e+01  3.775e-06  
Cr  K  7.304625e+03  1.37e+02  0.001594  
Mn  K  1.377831e+03  1.18e+02  0.0002588  
Fe  K  1.401100e+05  4.10e+02  0.02222  
Co  K  1.071633e+03  1.41e+02  0.0001525  
Ni  K  1.259636e+03  1.27e+02  0.0001672  
Cu  K  3.817852e+02  1.05e+02  4.836e-05  
Zn  K  1.080615e+03  1.09e+02  0.0001348  
As  K  2.690522e+02  1.46e+02  3.678e-05  
Rb  K  2.147466e+01  6.41e+01  6.578e-06  
Sr  K  7.542250e+01  4.70e+01  3.258e-05  
Y  K  5.662034e-01  1.44e+01  4.299e-07  
Zr  K  3.910090e+04  1.85e+05  0.0553  
Rh  L  6.136099e+04  4.68e+02  0.17  
Pd  L  2.725249e+02  4.29e+02  0.0005408  
Hg  L  7.346806e+02  1.55e+02  0.0001931  
Pb  L  5.717777e+02  1.71e+02  0.0001775  

SOURCE: 20-2.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.871805e+03  6.31e+01  0.1055  
P  K  5.751945e+00  5.60e+01  8.206e-05  
S  K  2.931506e+03  8.80e+01  0.01272  
Cl  K  4.969849e+03  1.99e+02  0.01082  
Ar  K  3.555731e+01  1.91e+02  4.491e-05  
K  K  5.152292e+04  2.62e+02  0.03297  
Ca  K  2.511655e+05  5.30e+02  0.1236  
Sc  K  1.070571e+00  1.60e+02  5.701e-07  
Ti  K  3.001909e+03  1.07e+02  0.001111  
V  K  3.474579e+01  9.69e+01  1.012e-05  
Cr  K  7.563724e+03  1.40e+02  0.001629  
Mn  K  1.639876e+03  1.22e+02  0.0003037  
Fe  K  1.415251e+05  4.13e+02  0.02212  
Co  K  3.299084e-02  1.43e+02  4.626e-09  
Ni  K  1.094744e+03  1.35e+02  0.0001429  
Cu  K  3.502336e+02  1.10e+02  4.362e-05  
Zn  K  9.340590e+02  1.14e+02  0.0001145  
As  K  2.480902e+00  1.59e+02  3.333e-07  
Rb  K  2.905910e+01  6.93e+01  8.746e-06  
Sr  K  9.707510e+01  5.10e+01  4.12e-05  
Y  K  7.945363e-02  1.59e+01  5.926e-08  
Zr  K  1.637694e+03  1.78e+05  0.002275  
Rh  L  5.761566e+04  4.41e+02  0.1607  
Pd  L  3.790886e+00  3.93e+02  7.571e-06  
Hg  L  1.048270e+03  1.65e+02  0.0002708  
Pb  L  9.866060e+02  1.91e+02  0.000301  

SOURCE: 20-3.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.956303e+03  6.57e+01  0.1102  
P  K  2.672518e+00  5.78e+01  3.834e-05  
S  K  3.299851e+03  9.15e+01  0.01438  
Cl  K  2.857706e+03  2.02e+02  0.006245  
Ar  K  4.805446e+01  2.06e+02  6.088e-05  
K  K  5.137052e+04  2.64e+02  0.03294  
Ca  K  2.524267e+05  5.31e+02  0.124  
Sc  K  6.803078e-01  1.61e+02  3.603e-07  
Ti  K  2.860837e+03  1.06e+02  0.001053  
V  K  1.580912e-01  9.48e+01  4.576e-08  
Cr  K  7.398064e+03  1.38e+02  0.001583  
Mn  K  1.364073e+03  1.19e+02  0.000251  
Fe  K  1.416387e+05  4.12e+02  0.02199  
Co  K  7.941256e+02  1.42e+02  0.0001106  
Ni  K  1.230570e+03  1.27e+02  0.0001594  
Cu  K  6.532728e+02  1.06e+02  8.073e-05  
Zn  K  1.062595e+03  1.09e+02  0.0001292  
As  K  1.062414e+02  1.49e+02  1.416e-05  
Rb  K  8.919918e+01  6.51e+01  2.663e-05  
Sr  K  1.292582e+02  5.03e+01  5.441e-05  
Y  K  3.414765e-01  1.69e+01  2.526e-07  
Zr  K  2.822965e+02  1.96e+05  0.000389  
Rh  L  6.020893e+04  4.61e+02  0.1685  
Pd  L  3.154168e+00  4.23e+02  6.319e-06  
Hg  L  7.585422e+02  1.58e+02  0.0001944  
Pb  L  8.751539e+02  1.76e+02  0.0002648  

SOURCE: 30-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.434524e+03  6.34e+01  0.08054  
P  K  2.424476e+01  6.22e+01  0.0003135  
S  K  3.052827e+03  9.28e+01  0.01237  
Cl  K  2.223816e+03  2.02e+02  0.004547  
Ar  K  3.509001e+00  2.12e+02  4.203e-06  
K  K  4.765989e+04  2.58e+02  0.02909  
Ca  K  3.526548e+05  6.23e+02  0.1714  
Sc  K  3.518340e+02  1.81e+02  0.0002092  
Ti  K  2.388934e+03  1.03e+02  0.0009897  
V  K  2.536962e+00  9.27e+01  8.279e-07  
Cr  K  7.353620e+03  1.36e+02  0.001775  
Mn  K  1.203651e+03  1.16e+02  0.0002489  
Fe  K  1.196274e+05  3.82e+02  0.02083  
Co  K  9.280726e+02  1.37e+02  0.0001448  
Ni  K  1.042905e+03  1.35e+02  0.0001494  
Cu  K  3.832513e+02  1.02e+02  5.241e-05  
Zn  K  9.554474e+02  1.06e+02  0.0001287  
As  K  3.162966e+02  1.43e+02  4.672e-05  
Rb  K  7.835565e+01  6.28e+01  2.594e-05  
Sr  K  2.992769e+01  4.70e+01  1.397e-05  
Y  K  3.789692e-01  1.60e+01  3.11e-07  
Zr  K  1.136694e+04  1.87e+05  0.01737  
Rh  L  6.041933e+04  4.67e+02  0.1591  
Pd  L  1.403665e+00  4.35e+02  2.653e-06  
Hg  L  6.493886e+02  1.48e+02  0.0001844  
Pb  L  4.533044e+02  1.66e+02  0.000152  

SOURCE: 30-2.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.754172e+03  6.47e+01  0.09864  
P  K  1.582409e+01  6.24e+01  0.0002137  
S  K  3.005282e+03  9.24e+01  0.01234  
Cl  K  2.288239e+03  1.98e+02  0.004733  
Ar  K  7.128507e+00  2.09e+02  8.614e-06  
K  K  4.808852e+04  2.59e+02  0.02954  
Ca  K  3.509102e+05  6.21e+02  0.1701  
Sc  K  2.587948e+02  1.82e+02  0.0001511  
Ti  K  2.518940e+03  1.05e+02  0.001024  
V  K  1.616024e+00  9.34e+01  5.172e-07  
Cr  K  7.186612e+03  1.35e+02  0.001701  
Mn  K  1.204358e+03  1.15e+02  0.0002439  
Fe  K  1.226796e+05  3.86e+02  0.02092  
Co  K  9.940557e+02  1.37e+02  0.0001518  
Ni  K  9.322685e+02  1.34e+02  0.0001304  
Cu  K  6.506247e+02  1.05e+02  8.686e-05  
Zn  K  1.099769e+03  1.08e+02  0.0001445  
As  K  2.180806e+02  1.45e+02  3.142e-05  
Rb  K  5.943461e+01  6.34e+01  1.919e-05  
Sr  K  4.306063e+01  4.66e+01  1.961e-05  
Y  K  1.331457e-01  1.54e+01  1.065e-07  
Zr  K  3.949640e+02  1.87e+05  0.0005886  
Rh  L  6.057445e+04  4.63e+02  0.1612  
Pd  L  2.018455e+01  4.30e+02  3.849e-05  
Hg  L  4.880191e+02  1.49e+02  0.0001352  
Pb  L  5.518417e+02  1.70e+02  0.0001806  

SOURCE: 30-3.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.829950e+03  6.50e+01  0.1026  
P  K  3.651179e+00  6.31e+01  4.954e-05  
S  K  3.099397e+03  9.22e+01  0.01279  
Cl  K  2.530952e+03  2.00e+02  0.005256  
Ar  K  8.837947e+00  2.08e+02  1.071e-05  
K  K  4.737771e+04  2.57e+02  0.02916  
Ca  K  3.552202e+05  6.31e+02  0.1717  
Sc  K  6.248319e-01  1.81e+02  3.624e-07  
Ti  K  2.698942e+03  1.05e+02  0.00109  
V  K  8.892055e-01  9.30e+01  2.827e-07  
Cr  K  7.609347e+03  1.37e+02  0.001789  
Mn  K  1.226972e+03  1.16e+02  0.0002465  
Fe  K  1.218505e+05  3.86e+02  0.02059  
Co  K  8.747719e+02  1.38e+02  0.0001323  
Ni  K  8.472502e+02  1.36e+02  0.0001171  
Cu  K  5.423077e+02  1.05e+02  7.15e-05  
Zn  K  1.061403e+03  1.09e+02  0.0001378  
As  K  5.056811e+02  1.45e+02  7.194e-05  
Rb  K  6.301818e+01  6.46e+01  2.008e-05  
Sr  K  6.327272e+01  4.85e+01  2.843e-05  
Y  K  2.585030e-01  1.44e+01  2.041e-07  
Zr  K  5.442489e+04  1.88e+05  0.08004  
Rh  L  6.010283e+04  4.61e+02  0.1604  
Pd  L  6.311583e+00  4.28e+02  1.207e-05  
Hg  L  7.355138e+02  1.50e+02  0.0002012  
Pb  L  5.746091e+02  1.67e+02  0.0001856  

SOURCE: 40-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.365843e+03  6.42e+01  0.07632  
P  K  6.232038e+00  7.17e+01  7.615e-05  
S  K  3.134656e+03  9.71e+01  0.01167  
Cl  K  1.804513e+03  2.04e+02  0.003401  
Ar  K  8.811366e+01  2.17e+02  9.809e-05  
K  K  4.222267e+04  2.48e+02  0.02404  
Ca  K  5.274050e+05  7.51e+02  0.2502  
Sc  K  4.817924e+02  2.06e+02  0.0003213  
Ti  K  2.300942e+03  1.02e+02  0.001071  
V  K  1.251464e+00  8.89e+01  4.594e-07  
Cr  K  7.393379e+03  1.34e+02  0.002008  
Mn  K  9.173193e+02  1.11e+02  0.0002118  
Fe  K  9.375878e+04  3.42e+02  0.01816  
Co  K  9.072312e+02  1.31e+02  0.000157  
Ni  K  1.056964e+03  1.43e+02  0.0001643  
Cu  K  4.834126e+02  1.01e+02  7.171e-05  
Zn  K  9.216756e+02  1.04e+02  0.0001346  
As  K  3.842097e+01  1.41e+02  6.157e-06  
Rb  K  8.054513e+01  6.18e+01  2.893e-05  
Sr  K  6.878354e+01  4.63e+01  3.484e-05  
Y  K  1.565011e-01  1.52e+01  1.393e-07  
Zr  K  1.437753e+05  1.94e+05  0.2384  
Rh  L  6.057426e+04  4.70e+02  0.1477  
Pd  L  4.298644e+01  4.44e+02  7.531e-05  
Hg  L  5.639693e+02  1.37e+02  0.0001738  
Pb  L  8.227905e+02  1.67e+02  0.0002994  

SOURCE: 40-2.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.298234e+03  6.30e+01  0.07255  
P  K  7.386838e+02  7.06e+01  0.008944  
S  K  2.943120e+03  9.61e+01  0.01088  
Cl  K  1.828569e+03  2.05e+02  0.003425  
Ar  K  3.505138e+02  2.17e+02  0.0003881  
K  K  4.200361e+04  2.47e+02  0.02381  
Ca  K  5.288570e+05  7.52e+02  0.2508  
Sc  K  2.531814e+02  2.06e+02  0.0001699  
Ti  K  2.183283e+03  1.01e+02  0.001022  
V  K  1.433447e+02  9.20e+01  5.296e-05  
Cr  K  7.113018e+03  1.33e+02  0.001944  
Mn  K  9.881634e+02  1.11e+02  0.0002297  
Fe  K  9.413929e+04  3.43e+02  0.01837  
Co  K  9.550644e+02  1.31e+02  0.0001665  
Ni  K  9.445727e+02  1.44e+02  0.000148  
Cu  K  4.851710e+02  1.02e+02  7.257e-05  
Zn  K  6.002615e+02  1.03e+02  8.843e-05  
As  K  1.425142e+02  1.40e+02  2.303e-05  
Rb  K  2.018036e+02  6.26e+01  7.31e-05  
Sr  K  1.206714e+02  4.81e+01  6.165e-05  
Y  K  4.144000e+01  1.45e+01  3.721e-05  
Zr  K  1.247888e+05  1.91e+05  0.2087  
Rh  L  6.192669e+04  4.70e+02  0.1502  
Pd  L  2.042043e+03  4.45e+02  0.003558  
Hg  L  5.860559e+02  1.39e+02  0.0001821  
Pb  L  6.156768e+02  1.63e+02  0.000226  

SOURCE: 40-3.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.204132e+03  6.40e+01  0.06738  
P  K  3.448955e+01  7.18e+01  0.0004134  
S  K  2.765509e+03  9.61e+01  0.0101  
Cl  K  1.817572e+03  2.05e+02  0.003365  
Ar  K  8.895992e+01  2.18e+02  9.751e-05  
K  K  4.178644e+04  2.47e+02  0.02349  
Ca  K  5.288162e+05  7.53e+02  0.2509  
Sc  K  6.784064e+02  2.06e+02  0.0004606  
Ti  K  2.332228e+03  1.03e+02  0.001105  
V  K  8.982371e+01  9.12e+01  3.359e-05  
Cr  K  7.399183e+03  1.34e+02  0.002048  
Mn  K  1.163889e+03  1.11e+02  0.0002742  
Fe  K  9.490289e+04  3.45e+02  0.01877  
Co  K  9.857744e+02  1.29e+02  0.0001743  
Ni  K  9.033647e+02  1.41e+02  0.0001438  
Cu  K  3.220540e+02  9.93e+01  4.895e-05  
Zn  K  6.756178e+02  1.02e+02  0.0001011  
As  K  9.425093e+01  1.37e+02  1.548e-05  
Rb  K  1.424506e+02  6.05e+01  5.247e-05  
Sr  K  6.356494e+01  4.51e+01  3.302e-05  
Y  K  1.914103e+00  1.46e+01  1.747e-06  
Zr  K  1.286839e+04  1.81e+05  0.02188  
Rh  L  5.986347e+04  4.73e+02  0.1436  
Pd  L  1.486836e+02  4.47e+02  0.0002565  
Hg  L  7.185577e+02  1.36e+02  0.000227  
Pb  L  6.583853e+02  1.61e+02  0.0002457  

SOURCE: 50-1.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  1.169122e+03  6.02e+01  0.0648  
P  K  2.961653e+02  7.43e+01  0.003398  
S  K  2.699372e+03  9.57e+01  0.009745  
Cl  K  2.428133e+03  1.98e+02  0.004446  
Ar  K  1.398157e+02  2.08e+02  0.0001516  
K  K  3.572837e+04  2.34e+02  0.01977  
Ca  K  6.698623e+05  8.42e+02  0.3128  
Sc  K  3.449133e+02  2.25e+02  0.0002417  
Ti  K  1.851936e+03  9.95e+01  0.0009059  
V  K  2.160467e+01  9.03e+01  8.34e-06  
Cr  K  7.186026e+03  1.33e+02  0.002051  
Mn  K  7.114586e+02  1.11e+02  0.0001717  
Fe  K  7.347453e+04  3.08e+02  0.01484  
Co  K  6.855613e+02  1.30e+02  0.0001235  
Ni  K  1.716404e+03  1.57e+02  0.0002735  
Cu  K  4.322716e+02  1.03e+02  6.573e-05  
Zn  K  8.175992e+02  1.06e+02  0.0001224  
As  K  3.713380e+01  1.45e+02  6.097e-06  
Rb  K  7.173421e+01  6.36e+01  2.639e-05  
Sr  K  9.336157e+01  5.15e+01  4.843e-05  
Y  K  8.625369e+00  1.72e+01  7.861e-06  
Zr  K  3.127553e+04  2.05e+05  0.05309  
Rh  L  5.803237e+04  4.53e+02  0.1376  
Pd  L  5.415768e+02  4.21e+02  0.0009225  
Hg  L  8.865098e+02  1.40e+02  0.0002799  
Pb  L  6.794165e+02  1.71e+02  0.0002533  

SOURCE: 50-2.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Na  K  0.000000e+00  0.00e+00  0  
Mg  K  0.000000e+00  0.00e+00  0  
Al  K  0.000000e+00  0.00e+00  0  
Si  K  9.102510e+02  6.40e+01  0.05052  
P  K  8.408023e+00  8.07e+01  9.399e-05  
S  K  2.978446e+03  1.02e+02  0.01044  
Cl  K  8.149821e+02  2.13e+02  0.001452  
Ar  K  5.558035e+02  2.39e+02  0.0005884  
K  K  3.668995e+04  2.37e+02  0.0199  
Ca  K  6.693607e+05  8.51e+02  0.3127  
Sc  K  7.487466e+02  2.22e+02  0.000538  
Ti  K  1.605990e+03  9.62e+01  0.0008059  
V  K  1.183516e+02  8.54e+01  4.689e-05  
Cr  K  6.826701e+03  1.27e+02  0.002  
Mn  K  8.242830e+02  1.02e+02  0.0002046  
